ID,Name,Dimension,Price,Type,SubType,Brand,ProductURL
A-4741,"Bhoomi Impex Bedsheets for Queen - 90x102 Inch Bed - Microfiber Plain Ivory Solid Bed Sheet Include Pillow Cover, Ultra Soft | for Home, Hotel, Villa, Resort and Guest House",2.59 x 2.29 x 0.06 Meters Item Weight,487,Bed,queen_size_bed,,https://www.amazon.in/dp/B0F9Y4YX26
A-4742,Nilkamal Mozart King Bed with Box Storage | Engineered Wood | Modern Design | Walnut,185L x 192W x 100H Centimeters Brand,21990,Bed,queen_size_bed,,https://www.amazon.in/dp/B09NVXBDZB
A-4743,"RJ ART Solid Sheesham Wood Low Height Queen Size Bed Without Storage | Wooden Double Bed | Low Floor/Lying/Rise/Level/Profile Cot Bed for Bedroom Furniture | Rosewood, Honey Finish",2.08L x 1.58W x 0.56H Meters Brand,14629,Bed,queen_size_bed,,https://www.amazon.in/dp/B0BZHH9JS8
A-4744,"GHROYAL Sheesham Wood Queen Size Bed Without Storage | Wooden Double Bed Cot Palang with Headboard for Bedroom, Guest Room, Living Room, Hotels and Home Furniture (Walnut Finish)",2.06L x 1.6W x 0.9H Meters Brand,18499,Bed,queen_size_bed,,https://www.amazon.in/dp/B0D9CZWTZK
A-4745,"Wakefit Cotton Fitted Bedsheet | 200 TC Elastic Fitted Sheet, Queen Bed Bedsheet with 2 Pillow Printed Covers | Mambo - 78X60 Inches, Blue",198.1 x 152.4 x 25.4 Centimeters Item Weight,1096,Bed,queen_size_bed,,https://www.amazon.in/dp/B09R27H29W
A-4746,The Attic Milan Queen Size Premium Hydraulic Storage Bed with Soft Cushion Headboard Clay Brown,2.3L x 1.68W x 1.08H Meters Brand,49899,Bed,queen_size_bed,,https://www.amazon.in/dp/B0FY6KVXQS
A-4747,Nilkamal Arthur Wooden Double Bed Without Storage | Engineered Wood | Knock Down | Contemporary Design | Walnut,197L x 126.6W x 79H Centimeters Brand,10490,Bed,queen_size_bed,,https://www.amazon.in/dp/B09S3QQQ14
A-4748,"GODREJ INTERIO Bed, EWA Queen Size Engineered Wood Bed with Box Storage, 1-Year Warranty, Brown, Particle Board",2.1L x 1.6W x 0.8H Meters Brand,18990,Bed,queen_size_bed,,https://www.amazon.in/dp/B0D8L554XD
A-4749,"GHROYAL Sheesham Wood King Size Bed with Box Storage and Headboard | Wooden Double Bed Cot Palang Furniture for Bedroom, Living Room, Guest Room, Hotel and Home (Walnut Finish-1 Year Warranty)",2.05L x 1.9W x 1.08H Meters Brand,26999,Bed,queen_size_bed,,https://www.amazon.in/dp/B0BFLMHT5D
A-4750,Ganpati Arts Solid Sheesham Wood Maharaja Queen Size Bed with Headboard and Hydraulic Storage Wooden Double Bed Palang for Bedroom Home (Walnut Finish),2.18L x 1.58W x 1.12H Meters Brand,42499,Bed,queen_size_bed,,https://www.amazon.in/dp/B0CTFGJQ8X
A-4751,"HOKIPO 'SereneSolids' 140 GSM 4-Pieces Elastic Stretchable Recliner Sofa Cover 1 Seater Fully Covered Soft Washable Sofa Slipcovers Furniture Protector, Coffee (AR-4740-CFE)",101D x 99W x 127H Centimeters Colour,1487,Sofa,recliner_sofa,,https://www.amazon.in/dp/B0C8CL1NGG
A-4752,Solis Royale Suede Fabric Recliner 1 Seater Sofa Chair for Living Room Bedroom Home Office | Manual Recliner Lounge Chairs for Relaxing and Nap (Black),76D x 88W x 101H Centimeters Size,19999,Sofa,recliner_sofa,,https://www.amazon.in/dp/B0F63DWXKS
A-4753,"Taxzek Leather Single Recliner Chair Sofa with Cup Holders, Headrest, Footrest, Storage Console, Camel Brown for Living Room, Gaming, Office.",90D x 85W x 100H Centimeters Size,12999,Sofa,recliner_sofa,,https://www.amazon.in/dp/B0DV4138QY
A-4754,Solis Royale Suede Fabric Recliner 1 Seater Sofa Chair for Living Room Bedroom Home Office | Relaxyard Rocking and Revolving Manual Recliner Lounge Chairs for Relaxing and Nap (Beige Dark),76D x 88W x 101H Centimeters Size,22499,Sofa,recliner_sofa,,https://www.amazon.in/dp/B0F63J9LCG
A-4755,Nilkamal Carlton 1-Seater Fabric Manual Recliner|1 Seater Sofa | Single Recliner Sofa | 1 Year Warranty | Light Brown,66D x 71W x 101H Centimeters Size,18500,Sofa,recliner_sofa,,https://www.amazon.in/dp/B0DTKHLHHM
A-4756,Spacecrafts Recliner Folding Easy Chair | 5 Adjustable Postions | Portable And Space Saving Easy Chair For Home Relax | Brown - Mild Steel,89D x 65W x 107H Centimeters Size,3949,Sofa,recliner_sofa,,https://www.amazon.in/dp/B09QKLCPZS
A-4757,Royaloak Wave Fabric Recliner Three Seater | Reclining Sofa | Pillow Top Armrest | High Backrest | Pocket Spring Comfort | Heavy-Duty Metal Base | Tufted Upholstery Design,1D x 2.06W x 1.04H Meters Item Weight,44899,Sofa,recliner_sofa,,https://www.amazon.in/dp/B0FFN4RL14
A-4758,"Kawachi Adjustable 5-Position Folding Recliner Gaming Sofa Chair with 360° Swivel Rocking Lounge Chair with Lumbar Support for TV, Reading & Relaxation–Nirvana Moon Leisure Lounge Chair (Red)",56D x 57W x 80H Centimeters Size,9490,Sofa,recliner_sofa,,https://www.amazon.in/dp/B0CW1NF9ZX
A-4759,"DIVISHA HOMES 3 + 2 Seater Wooden Sofa Set Comfortable Velvet Fabric Sofa with Ottoman Stylish & Space-Saving Design for Home & Office, Guest Room - Blue Color",182D x 63.5W x 68.6H Centimeters Item Weight,13599,Sofa,recliner_sofa,,https://www.amazon.in/dp/B0GFFKSTBH
A-4760,Kawachi Folding Swivel Nirvana Moon Chair Leisure Lounge Sofa 360 Degree Rotation Adjustable Recliner Bedroom Floor Chair (Peacock Blue),56D x 57W x 80H Centimeters Size,9499,Sofa,recliner_sofa,,https://www.amazon.in/dp/B0DJT6MTW5
A-4761,"HOKIPO Premium 170gsm, Jacquard 1 Seater Recliner Chair Cover, Brown (AR-5360-BR)",101D x 99W x 127H Centimeters Colour,1785,Sofa,recliner_sofa,,https://www.amazon.in/dp/B0F18SCPJY
A-4762,Amazon Brand - Solimo Perfect Loung Suede Fabric | Single Seater Sofa Recliner | Manual Recliner | Blue Color,77.5D x 86.4W x 104.1H Centimeters Size,14949,Sofa,recliner_sofa,,https://www.amazon.in/dp/B0FKN2QXKX
A-4763,Solis Royale Suede Fabric Recliner 1 Seater Sofa Chair for Living Room Bedroom Home Office | Motorized Recliner Lounge Chairs for Relaxing and Nap (Brown),76D x 88W x 101H Centimeters Size,23999,Sofa,recliner_sofa,,https://www.amazon.in/dp/B0F63GR2R2
A-4764,Amazon Brand - Solimo Olvera 1 Seater Fabric Compact Recliner (Brown),96D x 82W x 104H Centimeters Size,10999,Sofa,recliner_sofa,,https://www.amazon.in/dp/B0C8B89GD3
A-4765,WOOD ART INDIA Lazy Couch and Reclining Gray Color Sofa/Recliner Chaise Longue/Fabric recliners/for Bedroom/Living Room,66D x 87W x 140H Centimeters Size,11999,Sofa,recliner_sofa,,https://www.amazon.in/dp/B09N1VRT3X
A-4766,Nilkamal @Home Matt 1 Seater Fabric Manual Recliner with Cup Holder (Cocoa) | 1 Year Warranty | Self Assembly,90D x 83W x 100H Centimeters Size,16990,Sofa,recliner_sofa,,https://www.amazon.in/dp/B08K5B7X6S
A-4767,"DIVISHA HOMES 3 + 2 Seater Wooden Sofa Set – Comfortable Velvet Fabric Sofa with Ottoman, Stylish & Space-Saving Design for Home & Office - Black Color",182D x 63.5W x 68.6H Centimeters Item Weight,12349,Sofa,recliner_sofa,,https://www.amazon.in/dp/B0G6Z78LT1
A-4768,Kawachi Alloy Steel Folding Swivel Nirvana Moon Chair Leisure Lounge Sofa 360 Degree Rotation Adjustable Recliner Bedroom Floor Chair (Blue),56D x 57W x 80H Centimeters Size,9490,Sofa,recliner_sofa,,https://www.amazon.in/dp/B0CW1RVQV5
A-4769,WOOD ART INDIA Lazy Couch and Reclining Beage Color Sofa/Recliner Chaise Longue/Fabric recliners/for Bedroom/Living Room,d,11999,Sofa,recliner_sofa,,https://www.amazon.in/dp/B09N1VYNY5
A-4770,"AMATA Omega Solid Wood 4 Seater L Shape Camel Suede Velvet Sofa Set with Two Cushions Perfect for Home Office Guests Living Room (03 Camel, Omega L Shape 4 SSEATER)(3 Year Warranty)",76D x 187W x 81H Centimeters Item Weight,18998,Sofa,recliner_sofa,,https://www.amazon.in/dp/B0FF78WSJM
A-4771,MEOWNIX Inflatable Lounge Sofa Chair with Footrest | Portable Folding Recliner with Air Pump | Comfortable Flocking Lazy Couch for Home & Outdoor (Gray),20D x 10W x 10H Centimeters Item Weight,1429,Sofa,recliner_sofa,,https://www.amazon.in/dp/B0FZDJV823
A-4772,Softland Rhino Single Seater Leatherette Manual Recliner (Black),76.2D x 82.6W x 109H Centimeters Size,10499,Sofa,recliner_sofa,,https://www.amazon.in/dp/B0D7MZQKDM
A-4773,KosmoCare Metal Power Recliner Chair | Sleek Motorized 1-Seater Recliner for Home | Premium Design | Dark Grey | Ergonomic Recliner | 155° Recline with Wired Remote | Supports Up to 136 KG,81D x 82W x 100H Centimeters Size,16990,Sofa,recliner_sofa,,https://www.amazon.in/dp/B0DGXYVF7T
A-4774,"FRIENDS LIFE Motorized Power Recliner Sofa for Adult & Elderly, Infinite Position Lay Flat Lift Chair, Cup Holder, Lumbar Pillow, Wireless Charger, Leather (Silver Grey)",72.9D x 87.1W x 105.9H Centimeters Size,16990,Sofa,recliner_sofa,,https://www.amazon.in/dp/B0FS7QX2TP
A-4775,Nilkamal @Home Matt 1 Seater Fabric Manual Recliner with Cup Holder (Blue),90D x 83W x 100H Centimeters Size,16990,Sofa,recliner_sofa,,https://www.amazon.in/dp/B0B2JKJWWK
A-4776,Solis Royale Suede Fabric Recliner 1 Seater Sofa Chair for Living Room Bedroom Home Office | Motorized Recliner Lounge Chairs for Relaxing and Nap (Black),76D x 88W x 101H Centimeters Size,23999,Sofa,recliner_sofa,,https://www.amazon.in/dp/B0F63JN3NM
A-4777,"AMATA Eagle 2 Seater Ottoman/pouffe Mauve Colour Suede Velvet Fabric with Two Cushions Perfect for Home Living Room and Guests (Mauve, 2 Seater)(3 Year Warranty)",46D x 112W x 46H Centimeters Item Weight,6699,Sofa,recliner_sofa,,https://www.amazon.in/dp/B0G8NVRQZ6
A-4778,Home Centre Torino Faux Leather 1-Seater Electric Recliner - Brown,85D x 107W x 84H Centimeters Size,39999,Sofa,recliner_sofa,,https://www.amazon.in/dp/B0F93NNV4J
A-4779,"Peachtree Home Accents Albeta Manual Recliner - 3 Year Warranty,Blue|1 Seater Chair Sofa|3 Modes of Comfort|Mango Wooden Frame with Suede Fabric|Single Seater Sofa Recliner for Living Room Bedroom",76.2D x 78.7W x 101.6H Centimeters Size,12337,Sofa,recliner_sofa,,https://www.amazon.in/dp/B0DSQ3B9T6
A-4780,"KinCam Waterproof Loveseat Recliner Cover, Non-Slip Reclining Couch Covers for 2 Seat, Recliner Sofa Cover Furniture Protector with Elastic Straps for Kids, Pets, Taupe",76.2D x 160W x 96.5H Centimeters Colour,2700,Sofa,recliner_sofa,,https://www.amazon.in/dp/B0D7Q33FDC
A-4781,WOOD ART INDIA Storage Couch and chesterfiled Chaise Lounge Sofa/Velvet Chaise Loung for Bedroom/Living Room/Office/Reception Black Velvet Right Sided Black,63D x 145W x 76H Centimeters Item Weight,12499,Sofa,recliner_sofa,,https://www.amazon.in/dp/B09P1P86N2
A-4782,The Couch Cell | Two Seater Recliner Sofa | Brown Suede Velvet | Dual Manual Recliners | Plush Cushioning | Premium Reclining Sofa for Living Room & Home Theatre,76.2D x 182.9W x 101.6H Centimeters Item Weight,26599,Sofa,recliner_sofa,,https://www.amazon.in/dp/B0DHRJ1LS5
A-4783,QCEN PVC Soft Folding Lazy Sofa Recliner Air Sofa Chair | Inflatable Flocking Backrest Sofa Rocking Chair | Foldable Lounge Chair with Armrests for Living Room Home Indoor and Outdoor (Brown),85D x 140W x 80H Centimeters Size,2596,Sofa,recliner_sofa,,https://www.amazon.in/dp/B0DSSZPTJH
A-4784,Amazon Brand - Solimo Biela Single Seater Fabric Recliner (Brown),91D x 84W x 102H Centimeters Size,10599,Sofa,recliner_sofa,,https://www.amazon.in/dp/B0862RSLNX
A-4785,"HOKIPO Polyester Quilted Recliner Sofa Mat With Side Pockets, Grey (In-727)",2.31D x 2W x 0.01H Meters Colour,941,Sofa,recliner_sofa,,https://www.amazon.in/dp/B0CSST935J
A-4786,Royaloak Naples Italian Recliner | 3 Seater Recliner | Brown Colour Recliner | Genuine Leather (Body Touch) | Heavy Duty Metal Support | Sturdy Footrest | Padded Armrest | Half Leather Recliner,r,96999,Sofa,recliner_sofa,,https://www.amazon.in/dp/B0D4QJ3BBS
A-4787,Nilkamal Sierra Velvet Fabric Manual Recliner | 1 Seater Sofa | Single Recliner | 1 Seater Chair Sofa | Finish Color - Blue,95D x 93W x 103H Centimeters Size,15990,Sofa,recliner_sofa,,https://www.amazon.in/dp/B0D35Q4X4R
A-4788,Solis Royale Suede Fabric Recliner 1 Seater Sofa Chair for Living Room Bedroom Home Office | Classy Calm Manual Recliner Lounge Chairs for Relaxing and Nap (Bottle Green),76D x 88W x 101H Centimeters Size,19999,Sofa,recliner_sofa,,https://www.amazon.in/dp/B0F63FFR7D
A-4789,Sleepyhead RX5 - Single Seater Leatherette Manual Recliner with Durable Spring Support | Stylish Upholstery | Snug Fit for Luxurious Comfort (Glossy Sandy Swag) Brown,88D x 89W x 97H Centimeters Size,14999,Sofa,recliner_sofa,,https://www.amazon.in/dp/B0DSCKKZ68
A-4790,"The Sleep Company Luxe Motorised Recliner Sofa | Recline, Rock, Revolve | Patented SmartGRID Technology | German Engineered Mechanism | 1 Seater - Superior Seat Comfort | Blue | Free Installation",99.7D x 99.7W x 108H Centimeters Size,35999,Sofa,recliner_sofa,,https://www.amazon.in/dp/B0D47KTLZB
A-4791,Home Centre 1 Seater Silas Faux Leather Recliner| Faux Leather Recliner| (Off White) |2 Year Warranty,83D x 82W x 108H Centimeters Size,54999,Sofa,recliner_sofa,,https://www.amazon.in/dp/B09N7F83SL
A-4792,Duroflex Avalon - Premium Suede Fabric Single Seater Recliner | 3 Recline Positions | Plush Cushioning | Durable Wood Frame | Luxurious Comfort Design | 3 Years Warranty - Crimson Red,95D x 96W x 98H Centimeters Size,19599,Sofa,recliner_sofa,,https://www.amazon.in/dp/B0C7WDS5DD
A-4793,"The Sleep Company Luxe Motorised Recliner Sofa | Recline, Rock, Revolve | Patented SmartGRID Technology | German Engineered Mechanism | 1 Seater - Superior Seat Comfort | Grey | Free Installation",99.7D x 87.6W x 108H Centimeters Size,35999,Sofa,recliner_sofa,,https://www.amazon.in/dp/B0CN1GQ6MB
A-4794,"HOKIPO Premium 210gsm, Jacquard 1 Seater Recliner Sofa Cover, Chocolate Brown (AR-4972-BR)",101D x 99W x 127H Centimeters Colour,1884,Sofa,recliner_sofa,,https://www.amazon.in/dp/B0CZDFFFCQ
A-4795,"HOKIPO 'VivaCasa Series' Polyester Quilted Recliner Sofa Mat with Side Pockets,Tropical Leaves Pastel Green (In-726-D1)",2.3D x 2W x 0.01H Meters Colour,940,Sofa,recliner_sofa,,https://www.amazon.in/dp/B0CYC14BTZ
A-4796,"Serplex® Metal Recliner Sofa Handle Replacement Parts with Cable, Couch Release Lever Pull Handle, Fits for Ashley and Most Recliner Sofa Brand, Exposed Cable Length 4.9inch",68D x 44W x 15H Millimeters Size,665,Sofa,recliner_sofa,,https://www.amazon.in/dp/B0D7H918YM
A-4797,"SHAFIRE Recliner Pull Handle, Metal Handle Switch Durable Recliner Chair Sofa Couch Release Lever Replacement Black",3.8D x 6.8W x 11H Centimeters Size,339,Sofa,recliner_sofa,,https://www.amazon.in/dp/B07H5KNG3M
A-4798,Spacecrafts Steel Folding Easy Recliner Single Chair For Home Relax Aec | Red,94D x 65W x 112H Centimeters Size,4649,Sofa,recliner_sofa,,https://www.amazon.in/dp/B084BTTQHP
A-4799,KosmoCare Recliner Chair with German Motor | Recliner Sofa 1 Seater with Large Seat | Living Room Chair with Space Saving Recliner| Sofa Chair for Elderly - Stainless Steel - Coffee,73.5D x 85W x 101.5H Centimeters Size,31480,Sofa,recliner_sofa,,https://www.amazon.in/dp/B0CK8GZR77
A-4800,KosmoCare Electric Plush Micro Leather Power Lift Recliner Living Room Chair - Color Brown,81D x 74W x 104H Centimeters Size,37410,Sofa,recliner_sofa,,https://www.amazon.in/dp/B0924SNZN3
A-4801,Torque - Mikkel Leatherette Recliner Sofa 3+2 Seater Manual Black | Adjustable 3 Plus 2 Recliner with Cup Holder Storage for Living Room Bedroom | 1 Year Warranty,0.95D x 2.19W x 1.03H Meters Size,109999,Sofa,recliner_sofa,,https://www.amazon.in/dp/B0D14P9669
A-4802,Home Centre Artise Fabric 2-Seater Recliner - Beige,99D x 155W x 104H Centimeters Size,29999,Sofa,recliner_sofa,,https://www.amazon.in/dp/B0FCSHV32Y
A-4803,Nilkamal Sierra Velvet Fabric Motorised Single Seater Recliner Sofa with USB and Type-C Ports | Premium Comfort and Soft Fabric | Brown,96D x 93W x 104H Centimeters Size,22990,Sofa,recliner_sofa,,https://www.amazon.in/dp/B0FDQRYFSJ
A-4804,"Seventh Heaven 3 Seater 72x44x10 Low Floor, Chenille Molfino Fabric 3 Cushions 3 Seater Double Foam Fold Out Sofa Cum Bed (Finish Color - Brown Delivery Condition - Pre-Assembled)",111.8D x 182.9W x 25.4H Centimeters Item Weight,9499,Sofa,recliner_sofa,,https://www.amazon.in/dp/B09F3QS58B
A-4805,"FURLAY Alloy Steel Recliner Chair For Home Use|2 Years Warranty|6 Adjustable Position(Full,Coffee Brown)",61D x 21W x 91H Centimeters Size,5799,Sofa,recliner_sofa,,https://www.amazon.in/dp/B097C5CZVG
A-4806,"FLUZOV Inflatable Lounger Set with Footstool & Air Pump – 2-in-1 Portable Flocked Sofa Chair for Living Room, Balcony, Camping & Outdoors – Ergonomic Recliner with Leg Rest (Multicolor)",18D x 12W x 8H Centimeters Size,1399,Sofa,recliner_sofa,,https://www.amazon.in/dp/B0F8VXDZP6
A-4807,"Kawachi 360-Degree Swivel Recliner Sofa Floor Chair with Adjustable Backrest | Rocking Lounge Chair with Lumbar Support for TV, Reading, Meditation & Relaxation – Blue",56D x 57W x 80H Centimeters Size,9490,Sofa,recliner_sofa,,https://www.amazon.in/dp/B0DJTB7142
A-4808,"FRIENDS LIFE Recliner Sofa 1 Seater | Electric Recliner Chairs, Soft Fabric Upholstered Push Button Power with Side Pockets Color Black",88D x 98W x 101H Centimeters Size,15990,Sofa,recliner_sofa,,https://www.amazon.in/dp/B0FZTPCXG5
A-4809,Nilkamal Sierra Velvet Fabric Motorised Single Seater Recliner Sofa with USB and Type-C Ports | Premium Comfort and Soft Fabric | Blue,96D x 93W x 104H Centimeters Size,27900,Sofa,recliner_sofa,,https://www.amazon.in/dp/B0FDQQYMPD
A-4810,"The Sleep Company Luxe Motorised Recliner Sofa | Recline, Rock, Revolve | Patented SmartGRID Technology | German Engineered Mechanism | 1 Seater - Superior Seat Comfort | Beige | Free Installation",99.7D x 87.6W x 108H Centimeters Size,35999,Sofa,recliner_sofa,,https://www.amazon.in/dp/B0CN1FZLRW
A-4811,Seventh Heaven 3 Seater Sofa Cum Bed 72x36x14 inch Jute Fabric with 3 Cushions 3 Seater Single Foam Pull Out Sofa Cum Bed (Finish Color - Light Grey Delivery Condition - Pre-Assembled),91.4D x 182.9W x 35.6H Centimeters Item Weight,9499,Sofa,recliner_sofa,,https://www.amazon.in/dp/B0B8H2XWNQ
A-4812,Spacecrafts® Recliner Folding Easy Chair | 5 Adjustable Positions | Cushioning | Portable & Space Saving Easy Chair for Home Relax Old Age | Maroon Checked,94D x 65W x 112H Centimeters Size,4949,Sofa,recliner_sofa,,https://www.amazon.in/dp/B0C7HB4497
A-4813,"Nerf Pro Gelfire Ignitor Blaster, 1000 Gelfire Rounds, 60 Round Capacity, T-Pull Priming, Up to 150 FPS, Eyewear, Gifts for Teens Ages 14+",6.6 x 20.32 x 21.84 cm; 165 g Item model number,599,Sofa,recliner_sofa,,https://www.amazon.in/dp/B0CJZ3WMV7
A-4814,The Sleep Company Luxe Motorised Recliner Sofa | Patented SmartGRID Technology | German Engineered Mechanism | 1 Seater - Superior Seat Comfort | Premium Upholstery | Grey | Free Installation,99.7D x 87.6W x 108H Centimeters Size,30999,Sofa,recliner_sofa,,https://www.amazon.in/dp/B0CN1G9B6P
A-4815,Solis Royale Suede Fabric Recliner 1 Seater Sofa Chair for Living Room Bedroom Home Office | Classy Calm Motorized Recliner Lounge Chairs for Relaxing and Nap (Bottle Green),76D x 88W x 101H Centimeters Size,23999,Sofa,recliner_sofa,,https://www.amazon.in/dp/B0F63HWKTF
A-4816,Amazon Brand - Solimo Musca 3 Seater Fabric Recliner (Brown),1.07D x 2.06W x 1.04H Meters Size,22689,Sofa,recliner_sofa,,https://www.amazon.in/dp/B07FKKC81K
A-4817,"Solis Royale Leatherette Recliner 1 Seater Sofa Chair with 270° Swivel USB & C-Port Charging | Lounge Chairs for Home | Motorized Rocking and Revolving Recliner Chair (1 Year Warranty, TAN)",76D x 88W x 101H Centimeters Size,29999,Sofa,recliner_sofa,,https://www.amazon.in/dp/B0D6NF1JLR
A-4818,The Sleep Company 2-Seater Luxe Motorised Recliner Sofa | Patented SmartGRID Technology | Superior Seat Comfort | Cupholders & 25L Storage | Charging Ports | Grey | Free Installation,108D x 100W x 175H Centimeters Item Weight,67999,Sofa,recliner_sofa,,https://www.amazon.in/dp/B0DBLVWMGK
A-4819,Spacecrafts® Recliner Folding Easy Chair | 5 Adjustable Positions | Cushioning | Portable & Space Saving Easy Chair for Home Relax Old Age | Brown,94D x 65W x 112H Centimeters Size,4949,Sofa,recliner_sofa,,https://www.amazon.in/dp/B0B8T8F7YW
A-4820,"LEZINO One Seater Manual Recliner Chair for Home (Manual Recliner Sofa, Grey) | Recliner Chair in Textured Grey Gremany Premium Faux Leather",99D x 92W x 45H Centimeters Size,12337,Sofa,recliner_sofa,,https://www.amazon.in/dp/B0DGYX7PV1
A-4821,LA Z BOY American Imported Pinnacle Single Seater Auto Motorized I-Clean Fabric Reclina Way Recliner Sofa | Premium Iconic Comfort Home Design | Living Room Relax Seating Chair | I Waverly Linen,97D x 92W x 105H Centimeters Size,116919,Sofa,recliner_sofa,,https://www.amazon.in/dp/B0DX77N9VP
A-4822,"FRIENDS LIFE Recliner Sofa 1 Seater 360° Swivel and Rocking Manual Reclining Chair with Adjustable Backrest & Footrest | Premium Fabric, High Density Foam Perfect for Living Room Color Dark Grey",88D x 72.9W x 96H Centimeters Size,25199,Sofa,recliner_sofa,,https://www.amazon.in/dp/B0G1C2JX7P
